,2018-06-08,2018-06-11,2018-06-12,2018-06-13,2018-06-14,2018-06-15,2018-06-18,2018-06-19,2018-06-20,2018-06-21
GM,0.297273526824978,0.30605707629586476,0.2739331026528258,0.28803245436105485,0.25888471540017344,0.2690751445086703,0.28171478565179364,0.2302765647743812,0.21947674418604657,0.20547905068854377
X,0.700686498855835,0.6993583868010997,0.7175502742230346,0.7084095063985376,0.8191489361702127,0.769759450171821,0.7916666666666665,0.689903846153846,0.6949715370018976,0.6814902705268155
GME,-0.3200748713149275,-0.3507496592457975,-0.35283279594656836,-0.39353958143767065,-0.40591770688858064,-0.3421300659754948,-0.26177756192326374,-0.24278846153846156,-0.2388565891472868,-0.2243401759530792
ORCL,0.0607661822985468,0.07017543859649122,0.08026755852842804,0.07314361938639413,0.024324927471546465,0.035810205908684,0.031714349079618565,0.011808440848458446,-0.06588132635253063,-0.06507662421756966
RIG,0.5391923990498813,0.459704880817253,0.39662921348314595,0.34825327510917026,0.4165707710011508,0.39252336448598113,0.41067285382830643,0.43457943925233633,0.524390243902439,0.5609756097560976
PBR,0.1629013079667061,0.17479191438763375,0.16985645933014348,0.14845605700712583,0.14837153196622443,0.15828220858895703,0.1472772277227723,0.1724137931034484,0.25190839694656475,0.23766233766233746
XOM,0.036963532622178,0.011810544259101441,-0.006149764861931861,-0.01747830279652829,-0.0021932496649200717,-0.01945052273279857,-0.03197987782968026,-0.024891251812469872,-0.022597497266431787,-0.017743123772102076
DBX,,,,,,,,,,
DIS,-0.0032592024539875863,-0.012024237833743734,-0.02531763826606881,-0.0023460960960961508,0.024590163934426146,0.027080581241743618,0.014690550658705392,0.0069279681123659564,0.0308832018472196,0.017748091603053462
AMAT,0.07843137254901955,0.11510952168082245,0.14704555705908873,0.13667781493868447,0.12983174170077305,0.1424930491195553,0.12085363024820239,0.09618424023481587,0.12038745387453864,0.12161852361302161
AABA,0.44588045234248774,0.4937060348019251,0.5365210843373496,0.5544230769230769,0.5648869466083981,0.5492582731076454,0.5521110688474706,0.5247242297451504,0.5073406430031593,0.4467235432927936
BOX,0.34601354872329315,0.40411700975081266,0.4135702746365104,0.40818524501884745,0.4601092896174863,0.44211093161012394,0.5406132329209252,0.4722803347280333,0.5488521089161773,0.5087812666311868
ADBE,0.7612704199677489,0.8181818181818181,0.8403642987249544,0.8414695520885758,0.8669077757685355,0.8311518324607328,0.8549767846778873,0.7936587103669399,0.7829820452771274,0.7314891846921796
PFE,0.1549606299212598,0.1077204760451631,0.11009174311926584,0.11172498465316139,0.10614866931783418,0.10819871990246877,0.09675462541704571,0.09030704394942801,0.08641239570917758,0.06921487603305776
IBM,-0.039184746877054644,-0.048799480856586475,-0.053550715298363194,-0.05121555915721232,-0.05597815486639368,-0.05725586824017648,-0.07015059853262973,-0.0706535778868509,-0.07950951919974181,-0.07581767345080948
FCX,0.4950248756218907,0.4716828478964403,0.44732576985413286,0.4409385113268609,0.4540942928039702,0.4686956521739132,0.4711033274956218,0.4029335634167388,0.45017793594306044,0.46654772524531674
BIDU,0.41905787348586787,0.4899210250179489,0.4851716094635121,0.5067805123053741,0.5187429854096521,0.5480632904213691,0.5464113181504486,0.4814333352173177,0.48473432667978633,0.4686129766331799
TEVA,-0.21740602776837115,-0.2326273990734612,-0.21090670170827863,-0.20281782437745743,-0.22464949462014994,-0.2191915872494249,-0.2166882276843468,-0.23236514522821572,-0.22601211348422057,-0.2235104669887279
BA,0.9454535881640604,0.9520075777508814,0.9506315789473685,0.9040766131142395,0.8838756627508058,0.8310565361985163,0.805844023620444,0.7134820172794856,0.7278777794584781,0.700632625395391
V,0.40222707878031017,0.4161379018612521,0.44235294117647084,0.4135464871687,0.41628199748216543,0.4346394817882553,0.4463204842306465,0.4253613250342865,0.43568552659461757,0.43008250475988974
RCII,-0.17131147540983604,-0.13560666137985722,-0.031709203402938924,-0.014331210191082744,-0.008019246190858142,-0.007425742574257432,0.23257766582703598,0.2696245733788396,0.28745644599303133,0.31438721136767334
CSCO,0.37551407782347357,0.392731909467644,0.40608,0.3883280757097791,0.4142405063291137,0.4012032932235592,0.397723680050585,0.3698030634573304,0.3733124018838305,0.3655778894472361
GOOG,0.13977893249000917,0.1896760472926733,0.20831477357089834,0.19025592615900977,0.21178846396566953,0.2228035359913405,0.2486539402838963,0.22007165463718303,0.2305944478924502,0.21208765438532495
ROKU,,,,,,,,,,
WMT,0.06879513492968448,0.06144547972802816,0.061332660272589656,0.05746981891348102,0.04868585732165198,0.06070206564440506,0.10313662945241897,0.10741721854304642,0.1068308181096107,0.10781741867785932
EBAY,0.11483121195351398,0.1588437321121925,0.1844802342606151,0.14132327336041772,0.13043478260869557,0.14080375476679374,0.14428739693757353,0.12263610315186257,0.12396221013455477,0.10297482837528604
CHK,0.014767932489451407,-0.010060362173038184,-0.04940711462450598,-0.09848484848484862,-0.05776892430278868,-0.07200000000000006,-0.07058823529411751,-0.04008016032064132,-0.006109979633401319,0.0995575221238938
OXY,0.45828356935676506,0.4120635961317818,0.39572719802793754,0.3824590163934425,0.4030272787757818,0.4028619528619528,0.3551673944687046,0.33129131065613415,0.3697548132302122,0.3765865063460254
CMCSA,-0.21641426477772352,-0.21356598672892602,-0.209665608982182,-0.21591460456089273,-0.17692869311267956,-0.18243243243243235,-0.2107558139534884,-0.21507177033492808,-0.17331022530329288,-0.16968718967229401
KR,-0.16026490066225163,-0.17024041585445104,-0.1445221445221445,-0.14215039577836408,-0.13606340819022456,0.05374592833876224,0.16689098250336487,0.1479681978798586,0.1697944593386953,0.29235583370585605
HAL,0.08996147745297978,0.06711259754738008,0.06544968833481746,0.039921465968586256,0.06468882444791424,0.057168784029038244,0.053083352157216934,0.04866954741869467,0.0532258064516129,0.06843476201752319
CAT,0.4790972288353488,0.4756419939577039,0.4847742057132085,0.4629787234042555,0.46251551905262156,0.40996240601503753,0.38178438661710046,0.3331472695134432,0.3371636771300448,0.36783608775490473
CVX,0.2157692307692307,0.19887218045112776,0.17623102554609393,0.17515953019513542,0.18677298311444668,0.16655694535878873,0.1626211352099678,0.16824865066071104,0.17665289256198347,0.1755191884390852
GS,0.06687694276833067,0.05237367379967628,0.04830787256094804,0.042952720785013554,0.03152178711756659,0.03892845943645562,0.04319011766827452,0.009684694644673364,0.01208351843625044,0.01258483527349541
CRM,0.46334246575342464,0.5352354761086284,0.581109306103504,0.5641113784805776,0.5878169094872088,0.6043815926741625,0.6255813953488374,0.5937856979666438,0.5984813621721121,0.5840851987208768
CELG,-0.3246198530668033,-0.33725357475251716,-0.3509007121910348,-0.3531182076575824,-0.3523628552544613,-0.35262416051737,-0.3647433801896044,-0.3652924256951102,-0.36800823958168283,-0.40412557404200855
FOXA,0.4594890510948906,0.4250710227272727,0.41057759220598466,0.555951532430506,0.6146323795726185,0.6099495313626533,0.6233151183970858,0.6082733812949641,0.7689477557027224,0.7944954128440367
WYNN,0.32205151042826397,0.3953237132494791,0.37727447216890586,0.3149970184853905,0.32032361974679735,0.2929722470904208,0.3021716495612077,0.24562924432885413,0.27207759060745285,0.25869343809108103
QCOM,0.03682037164487273,0.050482033304119156,0.040006957731779424,0.029197080291970767,0.04297491668128406,0.05146671350781662,0.04188665962689209,0.01892032633223395,0.03521746786406066,0.042073495473105016
DB,-0.3597040409789414,-0.3531409168081495,-0.3427419354838709,-0.3491700057240985,-0.3529411764705882,-0.33889219773674806,-0.3412604042806183,-0.351335656213705,-0.3424332344213651,-0.35739644970414197
KMI,-0.10181236673773986,-0.10115303983228507,-0.11500261369576581,-0.1294851794071764,-0.10601265822784822,-0.10845295055821369,-0.10578426263679008,-0.08971668415529888,-0.0556155507559396,-0.06509994597514868
BMY,0.005865657521286538,-0.011720930232558158,-0.022626931567328867,-0.013471120132865777,-0.016324284666177524,0.009579955784819294,-0.014873301505692327,-0.028612821441506675,-0.02533237513474662,-0.043418940609951884
JNJ,-0.049712753734201476,-0.06743708659621384,-0.0703990289789106,-0.0711255870322679,-0.07802967537847416,-0.0783974744437762,-0.09698548567175291,-0.08577608711866935,-0.09074653553866785,-0.09769475946927575
GILD,0.1214909544603866,0.11020092735703235,0.09552193183554936,0.09424405218726006,0.0947838128942915,0.08362906958802663,0.07704304429195252,0.0944153039185438,0.08949534990089947,0.05496296296296288
CPB,-0.3990469466996117,-0.38397594623275555,-0.38249252944278433,-0.37686501667544325,-0.35936129145464124,-0.3486657303370786,-0.33387829246139866,-0.3245165997811018,-0.31955368575086884,-0.30073937153419594
MCD,0.11543287327478025,0.09908898864536586,0.12298780898498007,0.11186757442264073,0.10864082824528798,0.1011444069590528,0.09401934337785378,0.0772495755517828,0.05510482248328685,0.047290704481883994
VALE,0.6626360338573156,0.6474127557160048,0.7170971709717096,0.73875,0.7182389937106919,0.6798469387755102,0.6713197969543148,0.6151930261519305,0.671814671814672,0.5911949685534592
PYPL,0.5506526935098364,0.5709737827715355,0.6299846625766872,0.6379177871686514,0.6495183044315993,0.6314782941288966,0.656057098765432,0.5968259965992819,0.6365194211728864,0.6135580874112812
SOGO,,,,,,,,,,
WDC,-0.09228740936058,-0.034995930705731926,-0.05216989843028619,-0.07984453081621323,-0.05979498861047838,-0.07685259420455859,-0.07862718089990828,-0.09171931407942235,-0.09078544712682768,-0.10798637811710421
COP,0.6120269328999306,0.5727353859883979,0.5185914260717412,0.4994615550290762,0.4999999999999998,0.43996474994492174,0.43133462282398427,0.4292493528904229,0.4725010912265386,0.4707452725250276
LVS,0.20686987467120543,0.24242424242424243,0.25551211884284597,0.23816864498227197,0.23543838136112805,0.24085224641037528,0.25050007693491305,0.19993950393224447,0.23831631073970883,0.23230602446956783
PXD,0.18240225172856883,0.13036293892003536,0.14981228770633437,0.14287407407407415,0.16128836588620632,0.16567523098341974,0.16254172177089243,0.1344543107248568,0.16062832531036242,0.16061407469522027
LRCX,0.13978299084682066,0.1643427557358348,0.209824606821565,0.1899819494584838,0.18605564648117823,0.2015759698275863,0.17535928749746965,0.14801324503311264,0.1627473186330024,0.16717466207262133
MO,-0.23268182422550188,-0.2280678505168301,-0.23236074270557028,-0.23375583722481663,-0.2514851485148515,-0.24368538149456875,-0.2675983436853002,-0.2692060223909406,-0.26613216086900293,-0.26314422952096594
BP,0.3284382942671562,0.3150990789840915,0.2879084054733314,0.2769913960588397,0.3129770992366412,0.2806469920544836,0.2597222222222222,0.25277469478357384,0.2795883361921099,0.2835815295815296
YPF,-0.24309623430962335,-0.24411764705882366,-0.24819686041578282,-0.25993237531699065,-0.25971191619380185,-0.23242009132420094,-0.25011558021266755,-0.23653934652554076,-0.23963963963963963,-0.17875770507349453
PG,-0.12145702902675004,-0.12057622504537202,-0.12466001813236627,-0.13161480808539638,-0.14077340569877883,-0.1342582233161781,-0.1541378541155476,-0.15056754952147788,-0.1537431663505523,-0.14334451901566003
MA,0.6033985251683232,0.6132152145643692,0.6572540576349784,0.6302321778940485,0.6270204081632653,0.6433042332399934,0.6491472613971794,0.6223088796815337,0.6394696168551206,0.6386677497969131
HD,0.2920521172638437,0.3051778242677823,0.3228413720594032,0.30079875316578986,0.27373054350599646,0.2791988263060534,0.28121807967313606,0.2543920408034759,0.262637153548551,0.27907273772271535
AAL,-0.16177328407544234,-0.12154366421324858,-0.12267582861762327,-0.1320525783619818,-0.12775865559829924,-0.12909794339238434,-0.13014962082393933,-0.16411598872331856,-0.12492192379762646,-0.13607268222176327
FSLR,0.3933862433862436,0.4139154160982266,0.47939560439560447,0.4451453647833241,0.48411163304780347,0.42905121746431596,0.44655316773653375,0.43686382393397505,0.457545839210155,0.41579371474617255
CMG,-0.013726641867345402,0.012563740913529298,0.010291409381432137,-0.01490672525957526,0.001631534294850967,0.013913577808501776,0.03850672814737632,0.022466278791048344,0.09375,0.11748084291187744
FDX,0.26384570540225405,0.26923449612403116,0.2697494261667941,0.2554674816158917,0.2612733365246529,0.2571157044428607,0.25258907363420424,0.22488741407916568,0.20330222541277831,0.16933584550164849
KO,-0.026146687347662345,-0.026257722859664545,-0.020295609971321404,-0.018876304685765066,-0.037969094922737257,-0.02497237569060784,-0.03884352240123601,-0.03922432789775232,-0.05152378864284146,-0.04659221583370177
AVGO,0.011845459894097132,0.07187474315772158,0.07730663040342867,0.08495924919733255,0.1160721709486987,0.13546787680154626,0.11957671957671967,0.08210657267261023,0.0884620192508021,0.05923629242819839
SLB,0.016395842482799017,0.002726750861079097,-0.010243832058866031,-0.019899062725306393,0.0022000586682309198,-0.007426110203475389,-0.02245552639253412,-0.03524229074889851,-0.01797752808988773,-0.003665801130288582
TRXC,6.530612244897959,6.612244897959184,6.723404255319149,6.4375,6.750000000000001,6.1730769230769225,6.692307692307692,4.867647058823529,5.046153846153846,4.55072463768116
DAL,0.023656320968962863,0.03546500660252794,0.044019138755980736,0.05359552727973793,0.05759969177422475,0.07020946470131872,0.05384615384615388,0.024185869358217538,0.040185471406491535,0.030132006887315876
ABX,-0.21754807692307698,-0.1911764705882354,-0.19756097560975605,-0.20085731781996308,-0.17429467084639494,-0.18094629156010233,-0.1816443594646271,-0.1808917197452229,-0.1771501925545571,-0.18170266836086402
MS,0.17709750566893412,0.15297261189044775,0.1442586399108139,0.14285714285714302,0.1425072366956135,0.1447751174759453,0.14141187050359738,0.09186351706036744,0.0964835164835165,0.10086840347361403
HTZ,0.751101321585903,0.9182746878547103,1.0561797752808988,0.8772112382934443,0.7475822050290135,0.8439790575916228,0.9540106951871659,1.0095238095238095,1.1575492341356672,1.2195402298850575
DVN,0.33883772626230546,0.29742173112338866,0.28147921760391204,0.27172290235891317,0.295744019881951,0.27818355033343933,0.294080604534005,0.328544061302682,0.36745827984595625,0.3771144278606966
PM,-0.3442325158946412,-0.3300865800865801,-0.3260048669967275,-0.3251326986266746,-0.32484342379958253,-0.32055431084557306,-0.3431549573210768,-0.3422294548413344,-0.33052166079764145,-0.33675180963474494
MRK,-0.009810126582278533,-0.03199254542630847,-0.030284205621991078,-0.010747589694958148,-0.028562411235600327,-0.018357335021364052,-0.03144354454502141,-0.04161432160804013,-0.050364171703083827,-0.06897341888175978
LUV,-0.1467207572684246,-0.14261688530104277,-0.135955246651975,-0.1327478466475257,-0.12749874013102647,-0.1319248045250374,-0.13136506883396915,-0.15118187787261983,-0.13807392673628371,-0.13780108143535974
APA,-0.10127659574468084,-0.07736863880844025,-0.11689384551838089,-0.11986997155627788,-0.10121542330259847,-0.12949790794979077,-0.13524424707307214,-0.1316740264953834,-0.042749371332774455,-0.019272886552781365
NRG,1.0213414634146343,0.9568603954463748,1.0053859964093355,1.005903187721369,1.034608378870674,1.009632751354606,0.9503252513305733,0.8855457227138643,0.9003579952267302,0.8918355184743743
QD,,,,,,,,,,
FIT,0.1936090225563909,0.4135922330097086,0.448473282442748,0.41570881226053635,0.44357976653696496,0.4109589041095889,0.42885375494071165,0.3961165048543689,0.4800796812749004,0.4599198396793587
NKE,0.4078947368421053,0.39524878413767306,0.37497686470479374,0.3645737433253544,0.366630076838639,0.43364839319470705,0.47964774951076317,0.42752787389465596,0.44918541505042664,0.40673131774101545
ABBV,0.460587550901687,0.4320367446533657,0.4225514166546813,0.40060284196928375,0.4003119682359615,0.4103399433427761,0.3860661505981704,0.3738435660218671,0.3795282224094356,0.33616624614522017
ENDP,-0.44339622641509435,-0.29852045256744997,-0.23423423423423417,-0.20143884892086317,-0.1833180568285976,-0.1777777777777778,-0.1504178272980501,-0.1457013574660635,-0.14583333333333326,-0.16959578207381387
ADM,0.06760295167817199,0.08305568776772954,0.06292717416921989,0.0689329556185081,0.07586206896551739,0.08663833805476862,0.0852913533834585,0.08553251649387383,0.11306653809064615,0.12012121212121207
CVS,-0.15810276679841906,-0.1602057458286288,-0.16729417670682745,-0.14326862867877266,-0.14455445544554446,-0.12485953302534647,-0.12094471840124588,-0.093854033290653,-0.0794548727179224,-0.08712896622313204
GERN,0.4014869888475836,0.41287878787878785,0.4291187739463602,0.43609022556390964,0.4828897338403042,0.6589147286821706,0.5227272727272725,0.4518518518518517,0.3586956521739131,0.27272727272727293
COST,0.12320158756408128,0.13371770706286723,0.14050322867958154,0.1307406791867487,0.12908020036329626,0.1513939797845163,0.23397761953204466,0.26280881100158204,0.2767341927562921,0.2904688936561446
UAL,-0.13077496274217593,-0.08473931244450073,-0.06869934388267085,-0.06427465152297374,-0.05853532748839618,-0.044608223429014826,-0.02982547538421476,-0.07160117003688149,-0.041537267080745455,-0.0366026549813121
APC,0.531203088140682,0.4939558149228849,0.4772256728778468,0.44819179195449,0.5025380710659899,0.4853610930383865,0.4804421768707483,0.47922912205567436,0.5143659537697125,0.5400220507166482
KHC,-0.3683698822512693,-0.34074644941098753,-0.3411506849315069,-0.34381482694617316,-0.33664990159632624,-0.32776868521549374,-0.31920366849345716,-0.3084028937117418,-0.2939068100358423,-0.29753914988814323
BKNG,0.12902271214026784,0.15317677458580325,0.1759579479202864,0.1425750737719147,0.15912230223683,0.18364470484191897,0.19006329710808223,0.15535752862389307,0.15947456015216344,0.14427957254066315
LNG,0.3552331606217616,0.33563451776649744,0.3119563018409872,0.3264334506313391,0.3829605963791267,0.38098304357158175,0.377326565143824,0.3612334801762114,0.42752372735116495,0.437299035369775
SKX,0.07752808988764048,0.05270863836017581,0.06632466104800305,0.03818443804034577,0.03796561604584525,0.05521692362854069,0.07975236707938804,0.06705539358600587,0.10702087286527506,0.12281354670636402
BBBY,-0.42164399763453586,-0.42901234567901236,-0.441216771718279,-0.44597955236253106,-0.4514254082479934,-0.4380740328416365,-0.42938013020096233,-0.4250355618776671,-0.40216754540128885,-0.39423648247177656
STX,0.30886135141454263,0.3674769884352136,0.3745787193066925,0.3549845348560552,0.4312015503875968,0.40727360308285143,0.4032833690221269,0.3853693521396129,0.41520467836257313,0.4143086893903025
AXP,0.2632895559724828,0.26011704644502553,0.2564550330547586,0.24109691028663605,0.23404255319148937,0.22081784386617098,0.2089625537139348,0.18637029799706895,0.16858562598472915,0.17297409074321868
RIO,0.40631678936119675,0.41624730409777144,0.4320175438596492,0.4268707482993197,0.4665329656555528,0.4432020330368487,0.45190839694656515,0.40000000000000013,0.4492105263157895,0.43162839248434226
SVU,4.311688311688312,4.06766917293233,3.9024390243902447,3.8512195121951223,3.805418719211824,4.279255319148937,5.409937888198757,5.486068111455108,5.8133333333333335,6.046666666666667
M,0.8318787322002759,0.751101321585903,0.7631230701367444,0.723719676549865,0.6502636203866432,0.6836779586449626,0.6890536415176622,0.7120211360634083,0.792760180995475,0.8337962962962961
EA,0.20631726310263354,0.2598225602027884,0.2835629017447199,0.3027823240589198,0.3123977458643883,0.3267891070297657,0.3108315989503212,0.2590409150901891,0.26500396580593977,0.2607581514535655
GOOS,0.9516930022573362,0.9683401175938491,1.0969555035128806,1.0165178571428575,1.121702915316983,1.8796602170835301,2.1498783454987835,2.1892147587511825,2.0651340996168583,1.816107382550335
SRPT,2.0938193343898575,2.1147124245313,2.091079812206573,1.9476088943039902,1.9806879903439953,2.15904879555281,2.2471459426103055,3.3209246472530767,3.5863921217547006,3.292332485156913
AKS,-0.25396825396825395,-0.2419871794871794,-0.2638036809815951,-0.2570093457943926,-0.23199999999999998,-0.2331691297208539,-0.21202003338898168,-0.2627388535031847,-0.2423756019261638,-0.24555735056542816
PEP,-0.1156268875657952,-0.10979817146800075,-0.10109266110298543,-0.09499656121045386,-0.10428559257050363,-0.08190427437931913,-0.09823720691425641,-0.09659817546252891,-0.10292496820686736,-0.08844319536705847
HES,0.42193607725914006,0.3585403385359418,0.33252534156015856,0.2989048743826499,0.3462132921174652,0.3805472522418947,0.41219624025676316,0.42923649906890127,0.5061312815580667,0.5333664103200197
PAH,-0.08204334365325083,-0.06800618238021627,-0.03274760383386588,-0.020177562550443895,-0.06255077173030066,-0.04459124690338556,-0.030919446704637865,-0.04815409309791341,-0.04596774193548392,-0.04567699836867867
RAD,-0.518413597733711,-0.42000000000000004,-0.4304635761589404,-0.4533762057877814,-0.42345276872964166,-0.3966101694915255,-0.3666666666666667,-0.4285714285714286,-0.4036697247706422,-0.3887147335423198
DHI,0.31753130590339884,0.3102320047590721,0.3453129679544775,0.26662742789876415,0.2534186790805937,0.2667060910703727,0.2460624071322437,0.23220088626292457,0.2227099795141938,0.2210774212540476
WLL,8.476274165202108,7.820428336079077,7.6042345276872965,6.812778603268944,7.767402376910017,7.279646017699115,7.065656565656564,7.353242320819113,7.980701754385965,8.93036750483559
RRC,-0.2762505633168095,-0.3012516184721623,-0.2929249352890423,-0.3057644110275689,-0.30327868852459017,-0.3082251082251083,-0.29982891360136865,-0.25101397025687244,-0.22895927601809962,-0.19038642789820925
MBI,0.05947136563876643,0.14334470989761106,0.18076477404403235,0.16666666666666674,0.18360277136258651,0.13242009132420085,0.12117780294450742,0.07286995515695072,0.08535178777393315,0.07777777777777772
BIIB,0.17933662557841124,0.18003770826118748,0.16817366754416074,0.17401116976512898,0.20645696017681647,0.19610226648890272,0.1484865337252721,0.12090274046211724,0.11601503759398502,0.06293969849246217
P,-0.09263657957244653,-0.11150234741784026,-0.022871664548919868,-0.025125628140703515,0.06200527704485492,0.09178082191780823,0.17310443490700989,0.20549927641099863,0.20940170940170955,0.11717709720372849
PCG,-0.39480216089940123,-0.41879842128343814,-0.41645626021090154,-0.4162466646901867,-0.41638624725676654,-0.417897480451781,-0.42466743782533256,-0.42213530349123574,-0.4221323316960416,-0.41023417172593246
ETP,-0.0910390848427074,-0.0661870503597124,-0.058710298363811475,-0.06572541382667951,-0.03137651821862353,-0.03748047891723072,-0.017717561229807166,-0.028940568475452344,0.006929637526652321,0.012459371614301107
BB,0.08325872873769025,0.09428830462375348,0.16320754716981134,0.13745387453874547,0.15610217596972564,0.1679316888045541,0.15859449192782527,0.10707635009311,0.1090400745573159,0.09803755868544606
PVG,-0.22756410256410242,-0.17305585980284788,-0.2010752688172044,-0.21707060063224448,-0.14220183486238536,-0.1822323462414578,-0.1573033707865169,-0.16402714932126694,-0.17210348706411704,-0.18520518358531313
UNP,0.3157319737800437,0.33129840546697054,0.3266140016344321,0.29352698583467807,0.32003642987249536,0.3284539622300533,0.3157658466511044,0.2770276312259681,0.32311952007383504,0.3272625905965434
GBT,0.5750853242320819,0.5875216637781628,0.6418685121107268,0.5797342192691028,0.6894075403949729,0.49440298507462677,0.5636704119850187,0.5479704797047971,0.48506151142355014,0.313821138211382
