timestamp,open,close,daily_ret,intra_ret,ovrnt_ret,daily_vol,intra_vol,ovrnt_vol,daily_ann,intra_ann,ovrnt_ann,oc_diff,daily_dollar_vol,daily_dollar_std
2017-05-15,83.41,84.14,0.008593989393575691,0.00871387190885444,-0.0001198825152787704,0.006657870567515455,0.0075032197227300895,0.0034970268153324434,0.1056904186974142,0.22887422005693533,0.0650108477617119,0.730000000000004,0.5553995627421393,1.3143690578289635
2017-05-16,84.09,83.94,-0.002379820256930047,-0.0017853959393618157,-0.0005944243175681753,0.006715116770237658,0.007420527552001868,0.003431014636835145,0.10659917399284861,0.22635182210250757,0.06378366023547075,-0.15000000000000568,0.5650099250477966,0.2654820620846909
2017-05-17,82.89,82.66,-0.01536644882185854,-0.0027786185198486343,-0.012587830302009927,0.0077739840610609595,0.007316339495427672,0.004360827183541948,0.1234081711304836,0.22317372508964406,0.0810691730762235,-0.23000000000000398,0.6525482220854569,0.3524643730772183
2017-05-18,81.59,82.4,-0.0031503721681601245,0.009878731474717304,-0.013029103642877357,0.007642887229528574,0.0072671718449020435,0.005207047174653394,0.12132707344706425,0.22167394125258075,0.09680067355367511,0.8100000000000023,0.6317610583928319,1.2821303073991315
2017-05-19,82.45,83.23,0.01002242284257782,0.009415810752395826,0.000606612090181866,0.007689386984054685,0.007209333142891898,0.005216034673278888,0.1220652341660741,0.2199096602770983,0.09696775402967797,0.7800000000000011,0.6336054874861061,1.231049944176983
2017-05-22,83.26,83.99,0.009089884379531794,0.008729502370706204,0.0003603820088256998,0.007866293495608927,0.006828454896529096,0.004455100231745563,0.12487353797535708,0.208291553011912,0.08282173921552977,0.7299999999999898,0.6547116076395311,1.1149947419321007
2017-05-23,84.1,84.61,0.007354718798873837,0.006045895957507134,0.0013088228413665813,0.0074923283597344535,0.006532038293771891,0.004453416090941169,0.11893702548416307,0.19924981875981987,0.08279043049894695,0.5100000000000051,0.6292806589340967,0.8104491894981575
2017-05-24,84.8,84.7,0.0010631387215991831,-0.0011799411398486367,0.002243079861447879,0.007461481020071072,0.006530791695629254,0.004215104118804041,0.1184473391480196,0.19921179319370774,0.07836013466236004,-0.09999999999999432,0.6313159091082134,0.15839930303871588
2017-05-25,85.21,85.58,0.010336009330662073,0.004332813148806174,0.006003196181855865,0.007348512108085177,0.006265897346262814,0.0045088332589392766,0.11665401326604226,0.19113159697806584,0.08382065338895008,0.37000000000000455,0.6224189755548145,0.5944548841400479
2017-05-26,85.58,85.09,-0.005742091127204744,-0.005742091127204744,0.0,0.007513667010839449,0.0065314840724567695,0.004517135056074946,0.11927576606898742,0.19923291308786506,0.08397498645479028,-0.4899999999999949,0.64301962278764,0.7620296218577757
2017-05-30,85.11,84.86,-0.002706680087287269,-0.00294169771469092,0.00023501762740368683,0.007393859198042711,0.006451966142590425,0.004527978926696552,0.1173738760022909,0.19680734048686974,0.08417657748035463,-0.25,0.6291434791614543,0.39736563801505065
2017-05-31,84.99,84.28,-0.006858250838190493,-0.00838901357454654,0.0015307627363560828,0.007068437710240169,0.00625687835830908,0.004566418430203144,0.11220797003427793,0.1908564865708149,0.08489118015355869,-0.7099999999999937,0.5998276240909808,1.183673394628958
2017-06-01,84.61,86.08,0.021132507477486028,0.01722463347706473,0.003907874000421233,0.008300116509099486,0.006965304095037443,0.0046953414413938585,0.1317602648156329,0.21246592811106182,0.08728790019492452,1.4699999999999989,0.6995338193869047,2.101399473850109
2017-06-02,86.12,85.82,-0.00302501685009567,-0.0034895929327838013,0.0004645760826879836,0.008320962887634092,0.007009483068022222,0.004699390934388735,0.13209119081566623,0.213813539984159,0.08736318156578728,-0.30000000000001137,0.7162684853675426,0.41883735795812765
2017-06-05,85.59,85.95,0.0015136522654797034,0.004197277935339916,-0.002683625669860155,0.008321399843267055,0.0069728508477349006,0.004638822711620564,0.13209812727129894,0.21269613023780495,0.08623719891895283,0.35999999999999943,0.7141425345491786,0.5041010478773106
2017-06-06,85.88,86.0,0.0005815644246494651,0.0013963232429274324,-0.0008147588182780195,0.008017858354631284,0.006544454461914087,0.00463548386700802,0.1272795555221754,0.19962855494303894,0.08617512872896906,0.12000000000000455,0.6891349255805589,0.17413135736649982
2017-06-07,86.37,85.98,-0.00023258518537218827,-0.004525682224058713,0.004293097038686541,0.008024654541086886,0.006718946222019746,0.004779679443650345,0.1273874416375263,0.2049511587020041,0.08885577065024505,-0.39000000000000057,0.6901202905334722,0.5651188718107757
2017-06-08,85.9,85.94,-0.00046533272128648166,0.0004655493566392307,-0.0009308820779257813,0.007873176920966217,0.006555514737161274,0.00477903146944769,0.12498280896533909,0.199965931691203,0.08884372460242591,0.03999999999999204,0.6769357516646753,0.05908980269047204
2017-06-09,85.85,86.51,0.006610635845434045,0.007658426848798517,-0.0010477910033645612,0.007945093563469573,0.0065878807497248585,0.004662216550476491,0.12612445027248279,0.20095320730828276,0.0866720978707586,0.6600000000000108,0.6828013408445751,0.9666061861911976
2017-06-12,86.61,87.63,0.012863390875476338,0.011708122724805743,0.0011552681506703734,0.008286423348052917,0.006841076069494918,0.004671506221467003,0.13154289262288346,0.20867654255313592,0.086844795827741,1.019999999999996,0.7168584838400579,1.4228749788048454
2017-06-13,87.58,87.2,-0.004919074152825274,-0.004348330458318294,-0.0005707436945069276,0.008310975351118615,0.006884893702521387,0.004670739444310538,0.13193264358868545,0.21001313230450536,0.08683054119498623,-0.37999999999999545,0.7282907700185242,0.5217696223039187
2017-06-14,87.56,87.65,0.005147280452309516,0.0010273387125814175,0.004119941739728343,0.008282777008230175,0.006825659393721374,0.004783716640471583,0.1314850087726838,0.2082062804824609,0.08893082343130433,0.09000000000000341,0.7222581551176713,0.12460918490472493
2017-06-15,87.33,87.66,0.00011408362341951805,0.0037716485650215073,-0.003657564941602019,0.007212686644057208,0.006718677554671311,0.003910756869353183,0.11449785086887453,0.20494296341623341,0.07270222188514143,0.3299999999999983,0.6321919843516143,0.5219933314062046
2017-06-16,88.0,88.08,0.00477979742376135,0.0009086779362181122,0.0038711194875434576,0.007077159582891614,0.006514889593971517,0.002466921206691489,0.11234642547029292,0.1987267239502795,0.0458608547996258,0.0799999999999983,0.6203838090362789,0.1289524304708604
2017-06-19,88.08,88.99,0.010278511454346233,0.010278511454346233,0.0,0.0070901192862733095,0.00656703767318468,0.0024759801396830134,0.11255215438357169,0.20031742119738574,0.0460292632633566,0.9099999999999966,0.6244977067349531,1.457171083554059
2017-06-20,88.73,88.82,-0.0019121540048146677,0.0010137990167097457,-0.0029259530215243125,0.007047677965701158,0.0063973823566884705,0.0026245132487808464,0.11187841930628921,0.19514234573958558,0.04879054130125892,0.0899999999999892,0.627172862167746,0.14350110699770274
2017-06-21,88.97,88.79,-0.0003378188197206586,-0.00202520321244046,0.001687384392719944,0.00699549156250763,0.006381326926599259,0.002629545973846782,0.11104998583827506,0.19465259944730856,0.04888410127101768,-0.1799999999999926,0.6213395605819276,0.2896966673607747
